1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11.0003	10.6189	11.4203	10.7298	10.24	10.7305	10.8715	10.5616	11.1727	10.2848	10.5273	10.7826	10.3658	11.6046	11.6763	11.7538	12.0196	9.60941	11.1967	10.706	11.3454	12.8469	11.2355	12.5716	12.4643
6.77371	6.12745	7.72636	6.94154	6.82202	7.04869	7.13161	6.9065	7.25156	6.85996	7.90784	6.33699	7.82763	6.96007	6.88679	7.516	7.23302	6.52027	7.53404	7.35554	6.50425	7.03249	6.11972	7.11134	7.22612
6.69388	7.12484	7.80291	8.17351	8.52238	8.04176	7.45541	8.36347	7.46453	7.56957	8.81598	8.75816	9.0862	7.54066	6.25404	7.58506	7.85223	7.48396	5.39731	8.00243	7.33489	8.79014	7.65295	7.99956	6.76312
11.7115	12.0524	11.5898	11.7752	11.4034	11.7199	12.2182	12.174	11.5533	11.3956	12.6633	12.3102	11.6205	12.6422	12.8779	12.7031	13.0482	10.3864	11.7935	12.4269	12.1152	11.8186	12.6238	11.7958	11.9154
7.21331	6.58286	6.16281	6.87685	6.11202	6.99987	6.0749	6.76852	6.07861	6.26405	7.23089	6.48538	6.86874	6.73254	6.9932	6.52422	6.50218	5.7323	7.05513	6.54059	7.39057	6.92718	6.76233	7.01731	7.00174
9.06464	8.79226	9.13408	8.68231	9.16677	9.33559	8.98128	9.09656	9.57704	8.60243	10.1464	9.23447	9.06114	8.62985	8.87708	8.71572	9.08111	8.57706	8.64606	8.96579	9.22672	9.47386	8.6145	8.85749	8.42005
8.42096	7.88521	8.12276	7.2323	7.17265	7.65855	7.10436	8.11354	7.35121	7.50945	7.96378	7.79641	8.17258	7.95104	8.18422	7.90367	8.07598	7.0994	8.07406	7.30851	7.75841	7.81509	8.12519	7.87011	8.21071
4.82326	6.40948	6.12661	4.75511	6.16299	5.1459	6.94371	5.92733	4.78208	4.59223	5.63607	6.47174	4.68059	4.86817	4.50073	4.95629	4.89105	4.19893	7.51475	5.46164	7.668	7.52863	7.07031	7.24306	4.69207
6.75315	6.16939	6.30333	6.02812	6.96096	6.80086	6.89592	6.47501	5.94805	6.05761	7.30954	6.72445	5.92613	6.60923	6.82737	6.4844	6.80961	6.3402	6.93001	6.76063	6.87746	6.29371	6.05758	6.31706	6.85735
6.54875	7.51682	7.25909	6.80277	6.75844	7.35984	6.55139	6.91769	6.86246	7.20555	6.22407	7.13458	6.15153	6.85486	5.52742	5.78007	5.33364	6.43092	5.3309	6.02147	6.67584	8.36135	7.11229	5.47973	7.48668
8.68419	9.31919	8.68908	9.51076	8.73996	8.66693	9.20683	8.67309	8.98443	8.94096	9.1313	8.93188	8.65483	9.00301	9.65641	9.47738	9.80225	7.82072	10.0259	9.41749	10.0102	10.0208	9.77841	10.35	9.46054
8.4113	8.49631	8.19688	8.85859	8.57656	8.78985	8.66321	8.79262	8.35065	8.18331	9.34933	8.6853	8.56864	8.62756	8.64231	8.73969	8.84107	8.1919	8.76479	8.8185	8.84851	9.34585	8.98521	9.1039	9.03672
11.7159	11.364	11.2875	10.945	11.4798	10.9828	11.0885	11.3666	11.1078	11.3571	13.0143	11.2881	9.9571	10.7596	10.9997	9.51585	9.49696	10.578	12.8524	10.4589	12.3854	11.8646	12.9455	12.9604	11.3944
9.21329	8.90442	9.0238	9.98305	9.19731	9.40573	10.0017	9.93668	10.0912	9.75604	11.2453	9.5437	8.93838	9.6923	9.77431	9.79352	9.45657	10.5677	9.51572	11.7265	9.50889	10.0712	9.34653	9.68447	9.14425
8.69166	9.56644	8.69805	9.21159	9.51818	9.68702	9.22901	9.64921	8.49723	9.46465	9.67317	8.72685	8.87935	9.27519	9.61197	9.282	9.42101	8.48484	9.04625	9.69998	8.81227	8.71407	9.32771	9.60188	9.14969
6.86601	6.92943	6.70583	7.01272	7.24994	7.33327	6.83194	6.8982	7.16066	7.12701	8.20082	6.63671	7.48446	7.67399	7.17541	6.09614	6.33036	7.10572	6.92766	6.79141	7.04034	7.60849	7.28842	6.79584	5.7437
7.72555	7.19913	6.39449	7.97511	7.92301	7.57849	7.43635	7.30189	7.21391	6.70986	7.59168	7.12007	7.28589	8.21452	7.89274	8.16674	7.9597	6.70519	7.85452	8.13613	7.96335	8.00602	7.69358	7.67913	8.01833
8.07636	8.27083	8.01071	8.37976	7.74599	7.58288	8.32334	8.70286	8.19479	8.33014	8.81807	8.53947	7.82954	7.83267	8.02554	7.86604	7.98226	8.57164	7.88779	8.42624	7.84272	8.6449	8.26635	7.95713	8.42682
10.1525	10.1979	10.1143	10.0255	10.0483	10.035	10.0405	9.62612	9.99363	9.97932	10.9821	10.2186	10.3883	10.8378	10.696	10.6952	10.7476	10.8027	10.5285	9.17005	10.2193	10.0668	10.598	9.92337	9.54457
11.6916	11.7721	11.6056	11.4597	11.602	11.4705	11.4277	11.4526	12.1929	11.5865	10.8841	11.521	11.1544	11.1868	11.5826	12.0551	10.831	11.4806	11.9315	11.9365	12.1473	11.662	11.8826	11.6946	11.5714
12.9517	12.8566	12.7413	12.7785	12.8119	12.757	12.6032	12.349	13.6016	13.2118	13.2597	13.1001	12.8783	12.7143	12.5587	12.3961	12.8152	13.8655	12.7444	11.8694	12.603	12.3937	12.8962	12.3458	11.5733
12.9966	12.8241	13.2237	12.7106	13.3262	13.1278	12.5536	12.7272	14.3743	13.2413	14.0927	13.28	13.416	13.0015	12.7645	12.577	13.1084	13.5089	12.4272	11.4531	12.5414	12.2453	12.3385	11.4424	11.8526
12.0383	12.0699	11.771	11.9629	11.876	11.8215	12.2099	11.8735	12.1335	12.1864	10.9238	12.0971	12.0603	12.2389	12.0581	11.853	11.7212	12.6416	12.0097	12.0656	12.1167	11.8824	12.3225	11.6494	12.2134
10.7187	10.7604	11.2451	11.0448	11.2148	10.7637	10.5001	10.6182	11.4665	10.3621	10.7605	10.5023	10.4746	10.8633	10.6899	10.5033	10.9917	11.3955	11.4708	10.4372	11.3465	10.225	11.2417	10.7251	9.96243
12.13	12.5647	11.8911	12.2778	12.1618	11.8968	12.2436	12.6782	12.8005	12.0837	11.2631	12.4472	12.4855	12.495	12.2323	12.4812	12.2891	12.5035	12.388	12.9925	12.5975	12.3007	12.1845	12.6677	12.4743
12.2078	11.5779	11.993	12.0157	12.111	11.9056	11.8587	11.648	11.947	11.658	10.2927	11.5889	12.145	11.5623	11.4783	11.6352	11.5859	12.0863	12.1519	11.7739	12.3395	11.8828	12.3567	11.9359	12.3684
10.4294	10.7547	10.0606	11.4019	10.7903	9.7817	10.608	9.86832	10.2681	11.0382	10.797	10.1507	10.9498	11.0536	9.71153	10.4893	10.1424	11.2278	10.7026	10.7539	10.9779	11.5594	11.1944	10.5777	10.6674
11.1785	11.3865	11.3365	11.6101	11.4349	11.03	11.3148	11.1075	11.6543	11.3147	10.4852	11.2396	11.6351	11.4727	10.7432	10.7546	10.5985	12.0535	10.7892	10.8967	11.0719	11.0694	10.8644	10.4285	11.0515
13.3488	13.2443	13.1205	13.3844	13.332	12.5593	12.9637	12.7626	13.5932	13.0896	12.9568	13.3964	13.2881	13.0149	12.7095	12.5943	12.9618	13.6762	13.7967	12.6863	13.8309	12.7128	13.2922	13.2312	12.1956
10.3888	10.8287	10.1334	10.5155	10.3479	10.6897	10.788	10.5805	10.2837	10.5399	8.88053	10.7863	10.4966	10.6063	10.8807	10.6234	10.2599	10.0875	11.0552	11.5627	11.1305	10.5017	10.9197	11.6266	10.7129
13.8354	13.1506	13.5818	13.5275	13.5961	13.1156	13.4119	13.4502	13.8395	13.5645	12.7644	13.6066	13.2297	13.0712	12.975	12.5816	12.8985	13.672	13.7166	12.8149	14.0348	13.561	14.0523	13.6891	12.8879
13.3767	12.84	13.1229	12.8096	13.3308	13.0064	12.7165	12.6945	13.3182	12.9538	13.0706	12.6954	12.9573	13.3176	12.6492	12.9988	13.469	13.3984	13.2254	12.4289	13.0282	12.7574	13.5012	12.659	12.4372
10.2246	10.0759	10.3177	10.6408	10.2627	10.4564	10.081	10.4315	10.2015	10.2263	9.20759	10.0862	10.6167	10.112	10.0793	10.2171	10.2335	10.8612	9.9662	9.74405	10.1899	9.61205	9.74758	9.20045	9.98451
11.9445	11.3422	11.8374	11.5008	11.5465	11.4179	11.566	11.5889	11.2124	11.3489	11.3184	11.436	11.3618	11.6182	11.5849	11.6506	11.1996	11.2084	11.6762	11.3707	11.3675	10.9654	10.8651	10.0641	11.6469
13.314	12.8321	13.1641	13.1422	13.2606	12.9788	12.9324	12.3277	12.9534	12.7114	11.1038	12.9428	13.3628	13.0591	12.9269	12.8944	12.8803	13.2143	13.4427	12.6685	13.3766	12.2039	12.9169	12.8467	12.2267
13.6782	12.7589	13.185	13.6934	13.6356	12.8678	13.335	12.5798	13.6427	13.5044	12.2256	13.7891	13.5563	12.4076	12.6876	12.0647	12.4741	13.9526	13.7519	12.4854	13.7475	12.1513	12.9345	12.281	11.7781
13.8046	13.0678	13.3482	13.4297	13.507	13.5746	13.1246	12.9945	13.4783	13.2282	12.9237	13.1276	13.3118	13.0476	13.1416	13.2124	13.6287	13.7492	13.6217	12.8821	13.6416	12.8256	13.3308	12.9587	12.4783
13.0989	12.9486	12.974	13.0129	13.2436	13.3326	12.58	12.9149	13.7722	13.006	14.0408	13.0173	13.0976	12.3789	12.8516	12.5556	13.0226	13.5963	12.563	11.6908	12.5951	12.6128	12.5961	12.0869	12.224
10.0379	10.1028	9.98724	10.4402	10.1223	10.6274	10.0885	10.2396	10.5578	10.1155	10.6612	10.1255	10.2604	10.0474	10.254	10.251	10.5102	10.5864	10.1748	9.97813	9.94569	10.4043	10.0935	10.0266	10.2633
13.5421	13.6448	13.762	13.4247	13.649	13.5572	13.6715	13.8126	14.5603	13.669	13.778	14.0449	14.1944	13.7563	13.8628	13.7378	13.6938	14.2304	13.7667	14.0575	12.6928	13.4546	13.5931	13.3863	13.4669
12.9899	12.8562	12.8705	12.9613	13.0373	12.4576	12.5266	12.6779	14.0337	12.8767	13.4229	12.8751	12.7307	12.503	12.6986	12.3345	12.6245	13.4616	12.5633	11.3803	12.549	11.8642	12.1339	11.3704	11.2484
11.3596	11.1986	11.0505	11.2791	11.3907	10.9365	11.1288	10.6954	11.4209	11.3191	11.1262	11.3792	11.1068	11.1691	11.1732	11.1336	11.0906	12.3734	11.5832	10.9661	11.5942	11.4237	11.5665	10.8299	10.926
12.5701	11.9418	11.9578	12.6481	12.4317	11.428	11.8562	12.3064	13.617	12.8643	13.0489	12.5457	12.0581	12.2144	12.2773	11.4639	12.0141	12.968	12.625	11.2838	12.6046	12.1088	12.4234	11.9736	11.048
13.4331	12.8505	13.1487	13.432	13.3819	13.372	12.9763	12.9724	13.8252	13.259	13.1432	13.1499	13.5089	13.2281	13.298	13.3808	13.5197	13.7756	13.5402	12.8849	13.5064	12.9995	13.3385	12.9094	12.2882
12.9048	12.703	13.0585	13.2485	13.3935	13.3778	12.8326	12.5378	13.8091	13.6459	12.2133	13.0687	12.517	11.9262	12.6337	12.4391	12.693	14.1337	13.4156	12.1646	13.6855	12.0027	13.1587	13.2138	11.4573
10.9816	11.2881	10.8445	11.3243	10.9268	10.9711	11.6395	11.5375	11.2506	11.1583	9.81073	11.4709	10.6986	11.6666	11.468	11.5483	11.5666	10.4494	12.1756	12.0329	12.0197	12.1462	12.1208	12.316	12.74
10.7665	10.8256	10.8898	10.8004	10.5127	10.4057	10.6522	10.7375	10.4	10.8521	10.0724	11.0565	10.5339	11.3442	10.9865	10.8258	10.6111	10.1331	11.6216	11.1823	11.8082	10.7138	11.4879	11.5358	11.0116
13.1447	13.0966	13.1001	12.9976	13.2985	13.5719	12.9031	12.8001	13.8259	13.1986	13.7117	13.0813	13.1309	13.3032	13.1964	13.2081	13.906	13.7063	13.2205	12.3129	13.1608	12.582	12.94	12.3874	12.2359
